date,weekday,sekki,rank,season,season_pt,seasonal_idx,weekday_idx,visitor_idx,kf1,kf2,kf3,mp_point,predicted_sales,predicted_count,actual_sales,actual_count
2025-08-06,水,大暑,9,HIGH SEASON,3.67,5.0,2.0,5.0,4.0,4.35,4.44,4.26,1556610,359,2434370,515
2025-08-07,木,立秋,2,TOP SEASON,4.83,5.0,3.0,5.0,4.33,4.35,4.44,4.37,1603497,368,1766560,373
2025-08-08,金,立秋,2,TOP SEASON,4.83,5.0,4.0,5.0,4.67,4.35,4.44,4.49,2378196,485,2958810,542
2025-08-09,土,立秋,2,TOP SEASON,4.83,5.0,5.0,5.0,5.0,4.35,4.44,4.6,2632323,565,2826900,575
2025-08-10,日,立秋,2,TOP SEASON,4.83,5.0,4.0,5.0,4.67,4.35,4.44,4.49,2057036,497,3412620,675
2025-08-11,月,立秋,2,TOP SEASON,4.83,5.0,2.0,5.0,4.0,4.35,4.44,4.26,1537558,365,2334630,548
2025-08-12,火,立秋,2,TOP SEASON,4.83,5.0,2.0,5.0,4.0,4.35,4.44,4.26,1575941,344,2420030,798
2025-08-13,水,立秋,2,TOP SEASON,4.83,5.0,2.0,5.0,4.0,4.35,4.44,4.26,1673645,380,2233260,501
2025-08-14,木,立秋,2,TOP SEASON,4.83,5.0,3.0,5.0,4.33,4.35,4.44,4.37,1622681,368,2876330,614
2025-08-15,金,立秋,2,TOP SEASON,4.83,5.0,4.0,5.0,4.67,4.35,4.44,4.49,2442708,492,3296440,726
2025-08-16,土,立秋,2,TOP SEASON,4.83,5.0,5.0,5.0,5.0,4.35,4.44,4.6,2653942,566,3354870,705
2025-08-17,日,立秋,2,TOP SEASON,4.83,5.0,4.0,5.0,4.67,4.35,4.44,4.49,2226484,519,1422810,313
2025-08-18,月,立秋,2,TOP SEASON,4.83,5.0,2.0,5.0,4.0,4.35,4.44,4.26,1637192,388,1995090,509
2025-08-19,火,立秋,2,TOP SEASON,4.83,5.0,2.0,5.0,4.0,4.35,4.44,4.26,1675246,397,1680270,374
2025-08-20,水,立秋,2,TOP SEASON,4.83,5.0,2.0,5.0,4.0,4.35,4.44,4.26,1739482,394,1522820,301
2025-08-21,木,立秋,2,TOP SEASON,4.83,5.0,3.0,5.0,4.33,4.35,4.44,4.37,1754644,394,1454430,343
2025-08-22,金,立秋,2,TOP SEASON,4.83,5.0,4.0,5.0,4.67,4.35,4.44,4.49,2528082,515,2263820,451
2025-08-23,土,処暑,5,TOP SEASON,4.33,5.0,5.0,5.0,5.0,4.35,4.44,4.6,2724035,580,3150630,610
2025-08-24,日,処暑,5,TOP SEASON,4.33,5.0,4.0,5.0,4.67,4.35,4.44,4.49,2137187,496,1469540,318
2025-08-25,月,処暑,5,TOP SEASON,4.33,5.0,2.0,5.0,4.0,4.35,4.44,4.26,1676958,401,978860,225
2025-08-26,火,処暑,5,TOP SEASON,4.33,5.0,2.0,5.0,4.0,4.35,4.44,4.26,1675774,395,864150,192
2025-08-27,水,処暑,5,TOP SEASON,4.33,5.0,2.0,5.0,4.0,4.35,4.44,4.26,1716675,384,648750,136
2025-08-28,木,処暑,5,TOP SEASON,4.33,5.0,3.0,5.0,4.33,4.35,4.44,4.37,1726052,389,1463760,312
2025-08-29,金,処暑,5,TOP SEASON,4.33,5.0,4.0,5.0,4.67,4.35,4.44,4.49,2504058,509,1554010,311
2025-08-30,土,処暑,5,TOP SEASON,4.33,5.0,5.0,5.0,5.0,4.35,4.44,4.6,2762816,582,1636990,364
2025-08-31,日,処暑,5,TOP SEASON,4.33,5.0,4.0,5.0,4.67,4.35,4.44,4.49,2070422,478,2486640,521
2025-09-01,月,処暑,5,TOP SEASON,4.33,5.0,2.0,5.0,4.0,1.73,1.78,2.5,227199,73,382240,86
2025-09-02,火,処暑,5,TOP SEASON,4.33,5.0,2.0,5.0,4.0,1.73,1.78,2.5,265256,71,509150,128
2025-09-03,水,処暑,5,TOP SEASON,4.33,5.0,2.0,5.0,4.0,1.73,1.78,2.5,440331,110,906210,202
2025-09-04,木,処暑,5,TOP SEASON,4.33,5.0,3.0,5.0,4.33,1.73,1.78,2.61,272999,94,1256810,257
2025-09-05,金,処暑,5,TOP SEASON,4.33,5.0,4.0,5.0,4.67,1.73,1.78,2.73,526031,177,1537580,448
2025-09-06,土,処暑,5,TOP SEASON,4.33,5.0,5.0,5.0,5.0,1.73,1.78,2.84,684320,178,2104580,448
2025-09-07,日,白露,1,TOP SEASON,5.0,5.0,4.0,5.0,4.67,1.73,1.78,2.73,665656,182,1466430,343
2025-09-08,月,白露,1,TOP SEASON,5.0,5.0,2.0,5.0,4.0,1.73,1.78,2.5,251051,75,1001890,253
2025-09-09,火,白露,1,TOP SEASON,5.0,5.0,2.0,5.0,4.0,1.73,1.78,2.5,309600,81,1220820,647
2025-09-10,水,白露,1,TOP SEASON,5.0,5.0,2.0,5.0,4.0,1.73,1.78,2.5,533507,128,860490,174
2025-09-11,木,白露,1,TOP SEASON,5.0,5.0,3.0,5.0,4.33,1.73,1.78,2.61,451874,124,1246140,226
2025-09-12,金,白露,1,TOP SEASON,5.0,5.0,4.0,5.0,4.67,1.73,1.78,2.73,709949,226,1116550,226
2025-09-13,土,白露,1,TOP SEASON,5.0,5.0,5.0,5.0,5.0,1.73,1.78,2.84,887215,217,1068600,210
2025-09-14,日,白露,1,TOP SEASON,5.0,5.0,4.0,5.0,4.67,1.73,1.78,2.73,765753,202,1144600,267
2025-09-15,月,白露,1,TOP SEASON,5.0,5.0,2.0,5.0,4.0,1.73,1.78,2.5,351163,98,641020,158
2025-09-16,火,白露,1,TOP SEASON,5.0,5.0,2.0,5.0,4.0,1.73,1.78,2.5,449788,168,0,0
2025-09-17,水,白露,1,TOP SEASON,5.0,5.0,2.0,5.0,4.0,1.73,1.78,2.5,588004,136,0,0
2025-09-18,木,白露,1,TOP SEASON,5.0,5.0,3.0,5.0,4.33,1.73,1.78,2.61,574069,140,0,0
2025-09-19,金,白露,1,TOP SEASON,5.0,5.0,4.0,5.0,4.67,1.73,1.78,2.73,772503,226,0,0
2025-09-20,土,白露,1,TOP SEASON,5.0,5.0,5.0,5.0,5.0,1.73,1.78,2.84,909888,216,130500,99
2025-09-21,日,白露,1,TOP SEASON,5.0,5.0,4.0,5.0,4.67,1.73,1.78,2.73,807847,209,82650,60
2025-09-22,月,白露,1,TOP SEASON,5.0,5.0,2.0,5.0,4.0,1.73,1.78,2.5,385264,105,54400,38
2025-09-23,火,秋分,8,HIGH SEASON,3.83,5.0,2.0,5.0,4.0,1.73,1.78,2.5,449788,168,110900,76
2025-09-24,水,秋分,8,HIGH SEASON,3.83,5.0,2.0,5.0,4.0,1.73,1.78,2.5,588004,136,63000,44
2025-09-25,木,秋分,8,HIGH SEASON,3.83,5.0,3.0,5.0,4.33,1.73,1.78,2.61,574069,140,26800,22
2025-09-26,金,秋分,8,HIGH SEASON,3.83,5.0,4.0,5.0,4.67,1.73,1.78,2.73,772503,226,100400,45
2025-09-27,土,秋分,8,HIGH SEASON,3.83,5.0,5.0,5.0,5.0,1.73,1.78,2.84,823289,203,136300,76
2025-09-28,日,秋分,8,HIGH SEASON,3.83,5.0,4.0,5.0,4.67,1.73,1.78,2.73,735327,194,94050,76
2025-09-29,月,秋分,8,HIGH SEASON,3.83,5.0,2.0,5.0,4.0,1.73,1.78,2.5,350436,98,48450,30
2025-09-30,火,秋分,8,HIGH SEASON,3.83,5.0,2.0,5.0,4.0,1.73,1.78,2.5,404603,156,46500,30
2025-10-01,水,秋分,8,HIGH SEASON,3.83,5.0,2.0,5.0,4.0,1.15,1.12,2.09,121000,30,0,0
2025-10-02,木,秋分,8,HIGH SEASON,3.83,5.0,3.0,5.0,4.33,1.15,1.12,2.2,116600,44,63800,43
2025-10-03,金,秋分,8,HIGH SEASON,3.83,5.0,4.0,5.0,4.67,1.15,1.12,2.31,70100,25,88800,59
2025-10-04,土,秋分,8,HIGH SEASON,3.83,5.0,5.0,5.0,5.0,1.15,1.12,2.42,448200,146,111150,72
2025-10-05,日,秋分,8,HIGH SEASON,3.83,5.0,4.0,5.0,4.67,1.15,1.12,2.31,651200,197,133550,65
2025-10-06,月,秋分,8,HIGH SEASON,3.83,5.0,2.0,5.0,4.0,1.15,1.12,2.09,0,0,0,0
2025-10-07,火,秋分,8,HIGH SEASON,3.83,5.0,2.0,5.0,4.0,1.15,1.12,2.09,192650,66,0,0
2025-10-08,水,寒露,11,FLOW SEASON,3.33,5.0,2.0,5.0,4.0,1.15,1.12,2.09,121000,30,0,0
2025-10-09,木,寒露,11,FLOW SEASON,3.33,5.0,3.0,5.0,4.33,1.15,1.12,2.2,90200,43,0,0
2025-10-10,金,寒露,11,FLOW SEASON,3.33,5.0,4.0,5.0,4.67,1.15,1.12,2.31,79450,42,0,0
2025-10-11,土,寒露,11,FLOW SEASON,3.33,5.0,5.0,5.0,5.0,1.15,1.12,2.42,279675,109,0,0
2025-10-12,日,寒露,11,FLOW SEASON,3.33,5.0,4.0,5.0,4.67,1.15,1.12,2.31,392375,131,0,0
2025-10-13,月,寒露,11,FLOW SEASON,3.33,5.0,2.0,5.0,4.0,1.15,1.12,2.09,0,0,0,0
2025-10-14,火,寒露,11,FLOW SEASON,3.33,5.0,2.0,5.0,4.0,1.15,1.12,2.09,192650,66,0,0
2025-10-15,水,寒露,11,FLOW SEASON,3.33,5.0,2.0,5.0,4.0,1.15,1.12,2.09,121000,30,0,0
2025-10-16,木,寒露,11,FLOW SEASON,3.33,5.0,3.0,5.0,4.33,1.15,1.12,2.2,90200,43,0,0
2025-10-17,金,寒露,11,FLOW SEASON,3.33,5.0,4.0,5.0,4.67,1.15,1.12,2.31,79450,42,0,0
2025-10-18,土,寒露,11,FLOW SEASON,3.33,5.0,5.0,5.0,5.0,1.15,1.12,2.42,279675,109,0,0
2025-10-19,日,寒露,11,FLOW SEASON,3.33,5.0,4.0,5.0,4.67,1.15,1.12,2.31,392375,131,0,0
2025-10-20,月,寒露,11,FLOW SEASON,3.33,5.0,2.0,5.0,4.0,1.15,1.12,2.09,0,0,0,0
2025-10-21,火,寒露,11,FLOW SEASON,3.33,5.0,2.0,5.0,4.0,1.15,1.12,2.09,192650,66,0,0
2025-10-22,水,寒露,11,FLOW SEASON,3.33,5.0,2.0,5.0,4.0,1.15,1.12,2.09,121000,30,0,0
2025-10-23,木,霜降,15,FLOW SEASON,2.67,5.0,3.0,5.0,4.33,1.15,1.12,2.2,90200,43,0,0
2025-10-24,金,霜降,15,FLOW SEASON,2.67,5.0,4.0,5.0,4.67,1.15,1.12,2.31,79450,42,0,0
2025-10-25,土,霜降,15,FLOW SEASON,2.67,5.0,5.0,5.0,5.0,1.15,1.12,2.42,279675,109,0,0
2025-10-26,日,霜降,15,FLOW SEASON,2.67,5.0,4.0,5.0,4.67,1.15,1.12,2.31,392375,131,0,0
2025-10-27,月,霜降,15,FLOW SEASON,2.67,5.0,2.0,5.0,4.0,1.15,1.12,2.09,0,0,0,0
2025-10-28,火,霜降,15,FLOW SEASON,2.67,5.0,2.0,5.0,4.0,1.15,1.12,2.09,192650,66,0,0
2025-10-29,水,霜降,15,FLOW SEASON,2.67,5.0,2.0,5.0,4.0,1.15,1.12,2.09,121000,30,0,0
2025-10-30,木,霜降,15,FLOW SEASON,2.67,5.0,3.0,5.0,4.33,1.15,1.12,2.2,90200,43,0,0
2025-10-31,金,霜降,15,FLOW SEASON,2.67,5.0,4.0,5.0,4.67,1.15,1.12,2.31,79450,42,0,0
2025-11-01,土,霜降,15,FLOW SEASON,2.67,3.0,5.0,3.0,3.67,2.47,2.5,2.88,0,0,0,0
2025-11-02,日,霜降,15,FLOW SEASON,2.67,3.0,4.0,3.0,3.33,2.47,2.5,2.77,0,0,0,0
2025-11-03,月,霜降,15,FLOW SEASON,2.67,3.0,2.0,3.0,2.67,2.47,2.5,2.55,0,0,0,0
2025-11-04,火,霜降,15,FLOW SEASON,2.67,3.0,2.0,3.0,2.67,2.47,2.5,2.55,0,0,0,0
2025-11-05,水,霜降,15,FLOW SEASON,2.67,3.0,2.0,3.0,2.67,2.47,2.5,2.55,0,0,0,0
2025-11-06,木,霜降,15,FLOW SEASON,2.67,3.0,3.0,3.0,3.0,2.47,2.5,2.66,0,0,0,0
2025-11-07,金,立冬,23,OFF SEASON,1.33,3.0,4.0,3.0,3.33,2.47,2.5,2.77,0,0,0,0
2025-11-08,土,立冬,23,OFF SEASON,1.33,3.0,5.0,3.0,3.67,2.47,2.5,2.88,0,0,0,0
2025-11-09,日,立冬,23,OFF SEASON,1.33,3.0,4.0,3.0,3.33,2.47,2.5,2.77,0,0,0,0
2025-11-10,月,立冬,23,OFF SEASON,1.33,3.0,2.0,3.0,2.67,2.47,2.5,2.55,0,0,0,0
2025-11-11,火,立冬,23,OFF SEASON,1.33,3.0,2.0,3.0,2.67,2.47,2.5,2.55,0,0,0,0
2025-11-12,水,立冬,23,OFF SEASON,1.33,3.0,2.0,3.0,2.67,2.47,2.5,2.55,0,0,0,0
2025-11-13,木,立冬,23,OFF SEASON,1.33,3.0,3.0,3.0,3.0,2.47,2.5,2.66,0,0,0,0
2025-11-14,金,立冬,23,OFF SEASON,1.33,3.0,4.0,3.0,3.33,2.47,2.5,2.77,0,0,0,0
2025-11-15,土,立冬,23,OFF SEASON,1.33,3.0,5.0,3.0,3.67,2.47,2.5,2.88,0,0,0,0
2025-11-16,日,立冬,23,OFF SEASON,1.33,3.0,4.0,3.0,3.33,2.47,2.5,2.77,0,0,0,0
2025-11-17,月,立冬,23,OFF SEASON,1.33,3.0,2.0,3.0,2.67,2.47,2.5,2.55,0,0,0,0
2025-11-18,火,立冬,23,OFF SEASON,1.33,3.0,2.0,3.0,2.67,2.47,2.5,2.55,0,0,0,0
2025-11-19,水,立冬,23,OFF SEASON,1.33,3.0,2.0,3.0,2.67,2.47,2.5,2.55,0,0,0,0
2025-11-20,木,立冬,23,OFF SEASON,1.33,3.0,3.0,3.0,3.0,2.47,2.5,2.66,0,0,0,0
2025-11-21,金,立冬,23,OFF SEASON,1.33,3.0,4.0,3.0,3.33,2.47,2.5,2.77,0,0,0,0
2025-11-22,土,小雪,19,LOW SEASON,2.0,3.0,5.0,3.0,3.67,2.47,2.5,2.88,0,0,0,0
2025-11-23,日,小雪,19,LOW SEASON,2.0,3.0,4.0,3.0,3.33,2.47,2.5,2.77,0,0,0,0
2025-11-24,月,小雪,19,LOW SEASON,2.0,3.0,2.0,3.0,2.67,2.47,2.5,2.55,0,0,0,0
2025-11-25,火,小雪,19,LOW SEASON,2.0,3.0,2.0,3.0,2.67,2.47,2.5,2.55,0,0,0,0
2025-11-26,水,小雪,19,LOW SEASON,2.0,3.0,2.0,3.0,2.67,2.47,2.5,2.55,0,0,0,0
2025-11-27,木,小雪,19,LOW SEASON,2.0,3.0,3.0,3.0,3.0,2.47,2.5,2.66,0,0,0,0
2025-11-28,金,小雪,19,LOW SEASON,2.0,3.0,4.0,3.0,3.33,2.47,2.5,2.77,0,0,0,0
2025-11-29,土,小雪,19,LOW SEASON,2.0,3.0,5.0,3.0,3.67,2.47,2.5,2.88,0,0,0,0
2025-11-30,日,小雪,19,LOW SEASON,2.0,3.0,4.0,3.0,3.33,2.47,2.5,2.77,0,0,0,0
2025-12-01,月,小雪,19,LOW SEASON,2.0,5.0,2.0,5.0,4.0,2.47,2.5,2.99,0,0,0,0
2025-12-02,火,小雪,19,LOW SEASON,2.0,5.0,2.0,5.0,4.0,2.47,2.5,2.99,0,0,0,0
2025-12-03,水,小雪,19,LOW SEASON,2.0,5.0,2.0,5.0,4.0,2.47,2.5,2.99,0,0,0,0
2025-12-04,木,小雪,19,LOW SEASON,2.0,5.0,3.0,5.0,4.33,2.47,2.5,3.1,0,0,0,0
2025-12-05,金,小雪,19,LOW SEASON,2.0,5.0,4.0,5.0,4.67,2.47,2.5,3.21,0,0,0,0
2025-12-06,土,小雪,19,LOW SEASON,2.0,5.0,5.0,5.0,5.0,2.47,2.5,3.32,0,0,0,0
2025-12-07,日,大雪,6,HIGH SEASON,4.17,5.0,4.0,5.0,4.67,2.47,2.5,3.21,0,0,0,0
2025-12-08,月,大雪,6,HIGH SEASON,4.17,5.0,2.0,5.0,4.0,2.47,2.5,2.99,0,0,0,0
2025-12-09,火,大雪,6,HIGH SEASON,4.17,5.0,2.0,5.0,4.0,2.47,2.5,2.99,0,0,0,0
2025-12-10,水,大雪,6,HIGH SEASON,4.17,5.0,2.0,5.0,4.0,2.47,2.5,2.99,0,0,0,0
2025-12-11,木,大雪,6,HIGH SEASON,4.17,5.0,3.0,5.0,4.33,2.47,2.5,3.1,0,0,0,0
2025-12-12,金,大雪,6,HIGH SEASON,4.17,5.0,4.0,5.0,4.67,2.47,2.5,3.21,0,0,0,0
2025-12-13,土,大雪,6,HIGH SEASON,4.17,5.0,5.0,5.0,5.0,2.47,2.5,3.32,0,0,0,0
2025-12-14,日,大雪,6,HIGH SEASON,4.17,5.0,4.0,5.0,4.67,2.47,2.5,3.21,0,0,0,0
2025-12-15,月,大雪,6,HIGH SEASON,4.17,5.0,2.0,5.0,4.0,2.47,2.5,2.99,0,0,0,0
2025-12-16,火,大雪,6,HIGH SEASON,4.17,5.0,2.0,5.0,4.0,2.47,2.5,2.99,0,0,0,0
2025-12-17,水,大雪,6,HIGH SEASON,4.17,5.0,2.0,5.0,4.0,2.47,2.5,2.99,0,0,0,0
2025-12-18,木,大雪,6,HIGH SEASON,4.17,5.0,3.0,5.0,4.33,2.47,2.5,3.1,0,0,0,0
2025-12-19,金,大雪,6,HIGH SEASON,4.17,5.0,4.0,5.0,4.67,2.47,2.5,3.21,0,0,0,0
2025-12-20,土,大雪,6,HIGH SEASON,4.17,5.0,5.0,5.0,5.0,2.47,2.5,3.32,0,0,0,0
2025-12-21,日,大雪,6,HIGH SEASON,4.17,5.0,4.0,5.0,4.67,2.47,2.5,3.21,0,0,0,0
2025-12-22,月,冬至,3,TOP SEASON,4.67,5.0,2.0,5.0,4.0,2.47,2.5,2.99,0,0,0,0
2025-12-23,火,冬至,3,TOP SEASON,4.67,5.0,2.0,5.0,4.0,2.47,2.5,2.99,0,0,0,0
2025-12-24,水,冬至,3,TOP SEASON,4.67,5.0,2.0,5.0,4.0,2.47,2.5,2.99,0,0,0,0
2025-12-25,木,冬至,3,TOP SEASON,4.67,5.0,3.0,5.0,4.33,2.47,2.5,3.1,0,0,0,0
2025-12-26,金,冬至,3,TOP SEASON,4.67,5.0,4.0,5.0,4.67,2.47,2.5,3.21,0,0,0,0
2025-12-27,土,冬至,3,TOP SEASON,4.67,5.0,5.0,5.0,5.0,2.47,2.5,3.32,0,0,0,0
2025-12-28,日,冬至,3,TOP SEASON,4.67,5.0,4.0,5.0,4.67,2.47,2.5,3.21,0,0,0,0
2025-12-29,月,冬至,3,TOP SEASON,4.67,5.0,2.0,5.0,4.0,2.47,2.5,2.99,0,0,0,0
2025-12-30,火,冬至,3,TOP SEASON,4.67,5.0,2.0,5.0,4.0,2.47,2.5,2.99,0,0,0,0
2025-12-31,水,冬至,3,TOP SEASON,4.67,5.0,2.0,5.0,4.0,2.47,2.5,2.99,0,0,0,0
2026-01-01,木,冬至,3,TOP SEASON,4.67,2.0,3.0,2.0,2.33,2.47,2.5,2.43,0,0,0,0
2026-01-02,金,冬至,3,TOP SEASON,4.67,2.0,4.0,2.0,2.67,2.47,2.5,2.55,0,0,0,0
2026-01-03,土,冬至,3,TOP SEASON,4.67,2.0,5.0,2.0,3.0,2.47,2.5,2.66,0,0,0,0
2026-01-04,日,冬至,3,TOP SEASON,4.67,2.0,4.0,2.0,2.67,2.47,2.5,2.55,0,0,0,0
2026-01-05,月,小寒,22,OFF SEASON,1.5,2.0,2.0,2.0,2.0,2.47,2.5,2.32,0,0,0,0
2026-01-06,火,小寒,22,OFF SEASON,1.5,2.0,2.0,2.0,2.0,2.47,2.5,2.32,0,0,0,0
2026-01-07,水,小寒,22,OFF SEASON,1.5,2.0,2.0,2.0,2.0,2.47,2.5,2.32,0,0,0,0
2026-01-08,木,小寒,22,OFF SEASON,1.5,2.0,3.0,2.0,2.33,2.47,2.5,2.43,0,0,0,0
2026-01-09,金,小寒,22,OFF SEASON,1.5,2.0,4.0,2.0,2.67,2.47,2.5,2.55,0,0,0,0
2026-01-10,土,小寒,22,OFF SEASON,1.5,2.0,5.0,2.0,3.0,2.47,2.5,2.66,0,0,0,0
2026-01-11,日,小寒,22,OFF SEASON,1.5,2.0,4.0,2.0,2.67,2.47,2.5,2.55,0,0,0,0
2026-01-12,月,小寒,22,OFF SEASON,1.5,2.0,2.0,2.0,2.0,2.47,2.5,2.32,0,0,0,0
2026-01-13,火,小寒,22,OFF SEASON,1.5,2.0,2.0,2.0,2.0,2.47,2.5,2.32,0,0,0,0
2026-01-14,水,小寒,22,OFF SEASON,1.5,2.0,2.0,2.0,2.0,2.47,2.5,2.32,0,0,0,0
2026-01-15,木,小寒,22,OFF SEASON,1.5,2.0,3.0,2.0,2.33,2.47,2.5,2.43,0,0,0,0
2026-01-16,金,小寒,22,OFF SEASON,1.5,2.0,4.0,2.0,2.67,2.47,2.5,2.55,0,0,0,0
2026-01-17,土,小寒,22,OFF SEASON,1.5,2.0,5.0,2.0,3.0,2.47,2.5,2.66,0,0,0,0
2026-01-18,日,小寒,22,OFF SEASON,1.5,2.0,4.0,2.0,2.67,2.47,2.5,2.55,0,0,0,0
2026-01-19,月,小寒,22,OFF SEASON,1.5,2.0,2.0,2.0,2.0,2.47,2.5,2.32,0,0,0,0
2026-01-20,火,大寒,21,OFF SEASON,1.67,2.0,2.0,2.0,2.0,2.47,2.5,2.32,0,0,0,0
2026-01-21,水,大寒,21,OFF SEASON,1.67,2.0,2.0,2.0,2.0,2.47,2.5,2.32,0,0,0,0
2026-01-22,木,大寒,21,OFF SEASON,1.67,2.0,3.0,2.0,2.33,2.47,2.5,2.43,0,0,0,0
2026-01-23,金,大寒,21,OFF SEASON,1.67,2.0,4.0,2.0,2.67,2.47,2.5,2.55,0,0,0,0
2026-01-24,土,大寒,21,OFF SEASON,1.67,2.0,5.0,2.0,3.0,2.47,2.5,2.66,0,0,0,0
2026-01-25,日,大寒,21,OFF SEASON,1.67,2.0,4.0,2.0,2.67,2.47,2.5,2.55,0,0,0,0
2026-01-26,月,大寒,21,OFF SEASON,1.67,2.0,2.0,2.0,2.0,2.47,2.5,2.32,0,0,0,0
2026-01-27,火,大寒,21,OFF SEASON,1.67,2.0,2.0,2.0,2.0,2.47,2.5,2.32,0,0,0,0
2026-01-28,水,大寒,21,OFF SEASON,1.67,2.0,2.0,2.0,2.0,2.47,2.5,2.32,0,0,0,0
2026-01-29,木,大寒,21,OFF SEASON,1.67,2.0,3.0,2.0,2.33,2.47,2.5,2.43,0,0,0,0
2026-01-30,金,大寒,21,OFF SEASON,1.67,2.0,4.0,2.0,2.67,2.47,2.5,2.55,0,0,0,0
2026-01-31,土,大寒,21,OFF SEASON,1.67,2.0,5.0,2.0,3.0,2.47,2.5,2.66,0,0,0,0
2026-02-01,日,大寒,21,OFF SEASON,1.67,3.0,4.0,3.0,3.33,2.75,2.27,2.78,0,0,0,0
2026-02-02,月,大寒,21,OFF SEASON,1.67,3.0,2.0,3.0,2.67,2.75,2.27,2.56,0,0,0,0
2026-02-03,火,大寒,21,OFF SEASON,1.67,3.0,2.0,3.0,2.67,2.75,2.27,2.56,0,0,0,0
2026-02-04,水,立春,12,FLOW SEASON,3.17,3.0,2.0,3.0,2.67,2.75,2.27,2.56,0,0,0,0
2026-02-05,木,立春,12,FLOW SEASON,3.17,3.0,3.0,3.0,3.0,2.75,2.27,2.67,1049125,194,0,0
2026-02-06,金,立春,12,FLOW SEASON,3.17,3.0,4.0,3.0,3.33,2.75,2.27,2.78,0,0,0,0
2026-02-07,土,立春,12,FLOW SEASON,3.17,3.0,5.0,3.0,3.67,2.75,2.27,2.9,0,0,0,0
2026-02-08,日,立春,12,FLOW SEASON,3.17,3.0,4.0,3.0,3.33,2.75,2.27,2.78,0,0,0,0
2026-02-09,月,立春,12,FLOW SEASON,3.17,3.0,2.0,3.0,2.67,2.75,2.27,2.56,0,0,0,0
2026-02-10,火,立春,12,FLOW SEASON,3.17,3.0,2.0,3.0,2.67,2.75,2.27,2.56,0,0,0,0
2026-02-11,水,立春,12,FLOW SEASON,3.17,3.0,2.0,3.0,2.67,2.75,2.27,2.56,0,0,0,0
2026-02-12,木,立春,12,FLOW SEASON,3.17,3.0,3.0,3.0,3.0,2.75,2.27,2.67,1049125,194,0,0
2026-02-13,金,立春,12,FLOW SEASON,3.17,3.0,4.0,3.0,3.33,2.75,2.27,2.78,0,0,0,0
2026-02-14,土,立春,12,FLOW SEASON,3.17,3.0,5.0,3.0,3.67,2.75,2.27,2.9,0,0,0,0
2026-02-15,日,立春,12,FLOW SEASON,3.17,3.0,4.0,3.0,3.33,2.75,2.27,2.78,0,0,0,0
2026-02-16,月,立春,12,FLOW SEASON,3.17,3.0,2.0,3.0,2.67,2.75,2.27,2.56,0,0,0,0
2026-02-17,火,立春,12,FLOW SEASON,3.17,3.0,2.0,3.0,2.67,2.75,2.27,2.56,0,0,0,0
2026-02-18,水,雨水,20,LOW SEASON,1.83,3.0,2.0,3.0,2.67,2.75,2.27,2.56,0,0,0,0
2026-02-19,木,雨水,20,LOW SEASON,1.83,3.0,3.0,3.0,3.0,2.75,2.27,2.67,1049125,194,0,0
2026-02-20,金,雨水,20,LOW SEASON,1.83,3.0,4.0,3.0,3.33,2.75,2.27,2.78,0,0,0,0
2026-02-21,土,雨水,20,LOW SEASON,1.83,3.0,5.0,3.0,3.67,2.75,2.27,2.9,0,0,0,0
2026-02-22,日,雨水,20,LOW SEASON,1.83,3.0,4.0,3.0,3.33,2.75,2.27,2.78,0,0,0,0
2026-02-23,月,雨水,20,LOW SEASON,1.83,3.0,2.0,3.0,2.67,2.75,2.27,2.56,0,0,0,0
2026-02-24,火,雨水,20,LOW SEASON,1.83,3.0,2.0,3.0,2.67,2.75,2.27,2.56,0,0,0,0
2026-02-25,水,雨水,20,LOW SEASON,1.83,3.0,2.0,3.0,2.67,2.75,2.27,2.56,0,0,0,0
2026-02-26,木,雨水,20,LOW SEASON,1.83,3.0,3.0,3.0,3.0,2.75,2.27,2.67,1049125,194,0,0
2026-02-27,金,雨水,20,LOW SEASON,1.83,3.0,4.0,3.0,3.33,2.75,2.27,2.78,0,0,0,0
2026-02-28,土,雨水,20,LOW SEASON,1.83,3.0,5.0,3.0,3.67,2.75,2.27,2.9,0,0,0,0
